health,stamina,x,y,z,action,key_press
19,84,-253.77,-52.63,-190.27,move_left,a
18,65,22.75,295.15,74.69,move_backward,s
86,19,281.24,417.6,352.56,move_backward,s
57,96,418.04,56.23,-100.3,dodge,space
15,20,420.27,445.9,-122.59,move_backward,s
38,48,184.68,217.58,-390.77,move_left,a
37,43,53.71,165.79,-320.77,move_right,d
16,59,40.72,418.12,-45.45,dodge,space
58,84,-392.3,-257.06,-196.3,move_right,d
87,0,213.38,308.02,371.76,move_left,a
33,69,63.69,-388.06,-424.75,move_forward,w
0,56,-7.46,408.3,272.19,move_right,d
84,34,254.18,-318.86,-411.08,move_forward,w
58,15,-84.55,-358.1,-214.74,attack,left_click
0,72,-188.63,-56.22,-479.36,attack,left_click
78,68,-136.66,-117.99,-321.34,move_left,a
13,76,-253.48,258.68,-472.97,dodge,space
91,51,26.65,-261.85,138.1,move_forward,w
85,30,-254.87,-123.06,267.5,move_forward,w
10,72,-73.41,181.76,303.28,dodge,space
68,49,-146.21,67.91,-240.95,move_right,d
46,86,-21.41,-135.59,7.17,move_left,a
69,60,492.69,356.89,143.61,move_forward,w
84,56,437.87,-20.7,-299.3,move_right,d
14,37,-293.69,430.13,-88.03,dodge,space
6,23,-74.31,-320.88,-213.16,move_right,d
37,0,114.99,-69.98,-243.78,move_right,d
82,88,-22.07,-286.27,191.22,attack,left_click
57,86,459.58,-115.77,205.26,move_right,d
24,42,308.3,392.2,392.18,attack,left_click
43,14,-79.51,134.02,85.76,move_forward,w
44,62,-278.09,-71.45,327.43,dodge,space
88,13,94.76,-219.43,-92.41,move_forward,w
61,20,-380.1,-134.86,272.6,attack,left_click
41,7,390.53,-191.49,257.18,move_left,a
86,71,-480.78,-87.68,-138.03,move_left,a
98,34,407.56,428.83,155.8,move_right,d
80,30,32.07,-304.55,-316.32,dodge,space
34,43,-387.15,-100.39,-54.28,move_forward,w
94,1,-334.0,-177.0,-327.82,attack,left_click
74,20,-269.74,385.07,-417.36,attack,left_click
99,52,432.48,205.72,-131.85,attack,left_click
44,70,-472.45,-307.76,-167.62,dodge,space
78,76,-126.27,37.55,-87.75,dodge,space
5,38,-10.09,406.17,-96.28,dodge,space
11,44,229.06,56.09,-334.47,dodge,space
43,90,61.3,23.62,122.47,attack,left_click
55,23,-302.73,378.93,-19.42,move_right,d
20,67,101.96,495.14,393.5,move_backward,s
81,51,-268.93,462.34,362.88,move_right,d
81,33,32.43,225.67,-88.17,move_forward,w
17,52,97.99,440.64,-241.74,attack,left_click
86,33,-373.32,288.17,320.48,attack,left_click
12,79,-307.27,-4.97,-485.83,move_backward,s
45,51,427.61,349.72,-98.09,dodge,space
77,59,-454.04,-189.25,-97.07,move_forward,w
1,27,-225.77,-360.1,294.59,move_backward,s
64,22,-378.52,-135.2,-454.23,attack,left_click
70,18,-185.95,-101.8,48.44,dodge,space
86,15,317.76,-163.43,-161.37,move_backward,s
88,26,-84.47,132.49,-217.48,attack,left_click
77,27,107.41,365.26,225.74,attack,left_click
47,95,139.14,193.95,299.09,move_backward,s
31,15,248.83,-198.45,-282.21,move_left,a
48,4,-216.33,28.25,400.04,dodge,space
31,67,213.82,142.92,-287.93,move_left,a
21,92,126.28,-16.34,389.89,dodge,space
61,69,245.37,-237.68,-487.03,move_backward,s
24,91,-188.14,-96.16,409.87,move_right,d
41,89,-407.19,475.89,396.68,attack,left_click
21,19,-311.22,259.61,199.86,move_left,a
64,3,382.83,-392.26,8.34,move_left,a
87,7,478.43,-45.89,385.58,move_right,d
30,96,-136.07,-65.02,236.64,move_left,a
68,94,72.26,320.68,-110.91,attack,left_click
100,4,-346.9,-335.72,-270.38,attack,left_click
61,39,-307.83,-254.7,454.41,move_left,a
31,8,-258.27,-468.97,157.11,attack,left_click
36,20,17.09,-375.23,-219.52,move_forward,w
41,54,-2.55,-136.48,198.88,move_forward,w
80,13,423.26,-160.3,72.26,move_right,d
18,42,40.42,428.18,-319.39,move_left,a
74,85,-372.73,192.88,438.47,move_left,a
99,3,-52.91,-46.15,260.15,move_backward,s
49,93,111.66,399.34,-242.0,move_backward,s
69,46,398.42,357.27,-126.64,move_left,a
81,6,309.54,280.19,-345.89,attack,left_click
62,39,-441.51,484.79,-347.54,move_right,d
12,45,-69.05,-433.55,235.15,move_forward,w
77,89,344.71,-340.51,-214.82,attack,left_click
43,15,138.77,290.98,-242.35,move_backward,s
50,50,108.68,440.05,-167.74,attack,left_click
46,15,140.95,291.14,-143.7,move_backward,s
69,30,294.26,157.51,300.05,move_right,d
24,0,-104.34,333.33,387.84,move_backward,s
56,97,218.44,-147.76,-167.35,move_right,d
71,28,-281.82,89.22,-231.26,move_forward,w
80,22,-491.78,-261.62,382.77,attack,left_click
45,77,-94.25,-271.35,333.82,dodge,space
96,95,8.06,308.66,-312.39,move_forward,w
2,76,-492.36,107.24,-45.07,move_backward,s
22,19,155.69,50.02,413.18,move_left,a
59,39,99.66,278.07,-323.61,move_right,d
54,45,-211.6,45.62,-161.18,move_backward,s
55,31,-304.14,-324.31,-398.87,move_forward,w
15,43,118.03,-446.62,-50.68,dodge,space
7,20,200.79,-475.06,373.54,move_backward,s
85,97,329.09,-26.23,170.29,move_forward,w
83,21,355.51,-261.36,397.72,move_right,d
45,91,350.92,452.76,18.05,dodge,space
79,25,-463.98,-255.95,328.24,attack,left_click
87,98,-40.53,235.16,-139.69,move_backward,s
69,17,485.17,441.32,54.38,move_forward,w
62,98,141.04,48.91,166.16,attack,left_click
14,73,96.17,454.0,209.8,move_right,d
30,55,-16.46,-495.87,-329.73,move_backward,s
73,62,12.78,-373.76,-327.17,move_forward,w
70,29,-335.32,313.23,110.02,move_backward,s
87,84,493.02,460.48,-291.91,dodge,space
37,11,208.9,316.31,200.29,move_backward,s
56,14,-376.88,125.08,299.81,attack,left_click
30,16,451.85,-403.19,17.43,move_left,a
64,77,39.3,413.65,-394.81,attack,left_click
76,95,13.19,9.15,-153.63,move_right,d
92,25,337.45,-323.21,378.74,attack,left_click
83,37,403.06,-88.87,-173.19,dodge,space
34,73,214.97,-34.86,434.02,move_right,d
67,72,-303.61,-462.53,450.33,dodge,space
2,1,465.7,-156.27,-160.12,attack,left_click
13,75,-488.97,-68.61,-75.58,move_left,a
42,5,-195.95,59.8,300.08,move_forward,w
61,58,-398.25,-18.5,373.28,move_left,a
20,66,125.85,-107.06,217.68,move_forward,w
40,79,-194.89,-18.13,35.52,attack,left_click
31,80,268.87,298.28,304.67,move_left,a
8,37,465.9,56.73,-293.44,move_forward,w
3,34,-209.52,-417.34,155.31,move_left,a
61,25,430.13,-289.56,-64.7,move_forward,w
53,8,-27.63,81.2,191.44,dodge,space
58,17,8.35,-490.17,-385.83,move_left,a
27,24,-143.19,137.55,496.27,move_right,d
4,2,-328.78,424.91,232.3,move_right,d
52,69,298.4,-82.08,-404.06,attack,left_click
45,90,-241.08,9.21,18.08,move_forward,w
64,94,-77.79,255.96,340.43,dodge,space
5,82,476.8,368.09,180.09,move_right,d
26,74,97.9,-425.75,291.32,dodge,space
95,57,-451.65,397.05,51.81,move_forward,w
63,66,-491.41,-177.15,-486.52,dodge,space
4,91,-440.4,376.72,403.37,move_forward,w
59,67,297.04,-304.86,370.14,move_left,a
34,47,-376.2,296.91,346.09,move_right,d
49,25,181.48,181.67,400.16,move_right,d
39,36,263.01,-128.46,410.7,attack,left_click
52,39,-64.47,419.84,-38.87,dodge,space
54,14,37.1,139.74,-268.34,move_left,a
19,24,468.83,-120.74,290.26,attack,left_click
3,60,-229.31,-39.14,-380.87,move_right,d
24,90,-466.82,111.42,-119.14,attack,left_click
29,70,278.97,375.81,80.16,move_right,d
45,44,-426.24,49.58,154.03,attack,left_click
99,4,-347.66,-339.88,-93.47,move_forward,w
12,25,-56.1,-306.47,4.47,move_right,d
79,29,-73.58,-140.64,-289.68,move_forward,w
49,8,-444.99,-253.93,78.75,move_right,d
58,26,-259.95,-342.01,267.27,move_left,a
24,60,-94.13,362.5,-62.73,dodge,space
66,80,-409.98,497.77,431.89,move_backward,s
11,61,-467.76,426.66,293.65,dodge,space
76,94,453.82,-290.23,-275.36,dodge,space
41,5,-251.75,418.55,150.69,move_backward,s
9,55,-266.63,-240.73,90.57,attack,left_click
77,13,312.0,128.94,106.25,dodge,space
5,68,369.34,52.24,489.87,move_backward,s
9,67,-63.41,-388.82,-60.83,move_left,a
80,37,-134.92,323.78,-275.05,attack,left_click
13,8,-169.61,275.16,383.12,move_forward,w
14,17,107.91,-56.47,84.94,dodge,space
91,96,-172.31,115.72,-21.47,move_backward,s
79,84,294.9,-436.47,366.19,attack,left_click
78,87,144.44,464.57,-379.86,move_left,a
51,38,-81.03,491.54,-198.19,dodge,space
22,72,-156.85,-214.22,94.31,dodge,space
75,96,-325.33,-115.1,-387.77,attack,left_click
57,62,-360.96,48.32,453.3,move_backward,s
30,44,410.76,339.04,143.64,move_left,a
52,95,-145.79,86.48,-97.16,move_left,a
99,5,-204.41,-60.39,-60.72,dodge,space
25,88,-90.92,-145.28,361.01,attack,left_click
9,87,-277.97,-299.8,-131.84,attack,left_click
24,63,113.02,104.69,-151.59,dodge,space
39,27,147.58,381.43,268.63,move_forward,w
80,27,124.98,273.42,-17.5,move_left,a
5,30,411.69,338.57,380.22,attack,left_click
11,57,291.7,-428.24,105.8,move_forward,w
49,56,421.82,-480.89,-460.39,move_right,d
12,77,-330.21,-241.29,-407.37,move_forward,w
75,22,63.29,-282.03,476.5,attack,left_click
10,95,456.94,233.29,-80.62,move_left,a
14,91,-495.92,35.42,139.5,move_forward,w
46,64,-19.29,-177.39,11.76,attack,left_click
63,62,282.65,323.37,-360.6,attack,left_click
32,76,110.25,-466.67,-435.28,attack,left_click
70,43,432.25,-199.82,-388.31,dodge,space
46,27,-134.04,109.25,121.75,move_forward,w
63,54,33.08,398.29,55.9,move_backward,s
95,78,225.25,-362.1,-69.36,dodge,space
32,16,-410.41,125.01,96.75,attack,left_click
5,9,-367.08,103.72,-354.42,move_forward,w
87,10,374.05,254.5,208.24,dodge,space
60,47,-163.08,-321.87,-1.5,dodge,space
77,23,-123.22,221.2,-159.61,dodge,space
28,64,-186.04,456.17,38.21,move_left,a
41,45,-172.89,-303.29,70.72,move_left,a
81,7,250.27,-326.58,-222.15,move_forward,w
84,41,-72.12,-200.03,434.5,move_left,a
1,13,-130.93,-363.18,-131.68,dodge,space
79,80,18.77,36.44,430.05,move_left,a
78,53,487.42,132.13,-60.28,dodge,space
66,88,-34.45,431.32,-346.3,attack,left_click
49,15,-228.97,458.7,299.5,move_backward,s
62,67,-252.43,-19.67,37.46,move_right,d
59,48,317.53,356.77,-301.93,move_backward,s
0,55,-108.26,473.89,-365.17,move_forward,w
20,22,396.89,250.29,22.44,move_forward,w
56,55,327.54,437.24,-365.81,move_backward,s
3,69,-68.14,480.18,-90.29,move_backward,s
43,33,121.65,-296.72,288.78,move_forward,w
62,42,-403.2,134.14,229.13,move_backward,s
5,87,-151.0,-37.46,-318.26,move_right,d
0,85,-458.01,219.2,422.29,move_backward,s
70,89,-262.68,-435.02,-205.29,dodge,space
59,66,302.82,-340.21,152.12,move_right,d
5,64,-29.9,-500.0,-414.93,move_left,a
69,12,51.66,-71.85,-343.17,attack,left_click
95,75,394.03,426.92,-308.36,move_forward,w
35,37,-195.23,468.63,333.66,dodge,space
88,35,350.34,95.51,-261.05,move_backward,s
24,62,-300.47,477.51,-118.85,move_left,a
40,14,406.14,432.08,-137.91,attack,left_click
51,31,444.35,-44.0,216.59,move_backward,s
18,89,-217.51,-63.73,451.5,dodge,space
11,66,-453.69,56.68,-257.38,attack,left_click
54,15,-481.87,2.47,153.08,move_right,d
76,15,-193.07,179.64,-328.2,move_right,d
43,81,480.66,-182.66,30.56,dodge,space
87,34,-21.76,-436.28,488.12,attack,left_click
34,38,213.94,-157.82,122.86,attack,left_click
11,85,-122.85,-99.25,160.07,dodge,space
5,42,475.39,452.22,-288.01,attack,left_click
100,56,-15.84,-63.7,202.11,move_left,a
2,10,118.73,-309.35,431.0,move_backward,s
51,63,147.06,124.72,411.51,attack,left_click
30,82,-68.94,134.71,-480.5,move_left,a
33,64,136.93,46.7,413.13,dodge,space
8,48,384.04,10.87,-70.82,move_right,d
11,54,340.49,286.22,-80.82,move_backward,s
25,25,-67.27,-260.65,395.24,move_forward,w
38,93,51.48,-36.58,499.13,move_backward,s
21,23,108.49,100.61,481.88,move_backward,s
21,29,237.6,321.03,-12.96,move_forward,w
59,86,-79.45,309.01,-89.02,move_right,d
9,36,-294.75,320.68,-215.27,move_left,a
81,30,336.96,-12.83,255.99,move_left,a
59,32,106.2,-140.85,87.77,move_forward,w
5,41,-448.26,55.29,11.29,move_backward,s
51,47,-392.39,-88.95,-122.92,attack,left_click
7,36,391.48,458.45,259.01,move_right,d
32,5,-313.56,-426.04,-491.52,move_forward,w
56,6,-495.57,432.44,400.01,move_backward,s
56,59,13.36,-411.7,141.83,move_right,d
18,64,231.18,-2.53,-52.23,dodge,space
50,69,-316.44,114.68,56.55,move_right,d
34,29,89.15,-421.94,218.94,move_right,d
33,67,351.23,225.8,490.87,dodge,space
87,77,195.71,304.25,-324.51,dodge,space
28,89,154.58,18.42,404.77,dodge,space
7,86,366.72,453.84,269.2,move_forward,w
4,72,403.02,207.32,-172.33,move_forward,w
16,65,-149.19,-498.6,470.14,attack,left_click
42,92,-425.05,139.76,363.42,attack,left_click
12,20,387.75,0.13,-446.09,move_backward,s
2,31,-191.11,362.1,214.89,move_forward,w
2,51,248.07,-290.3,431.2,move_left,a
12,54,-392.94,70.43,45.19,move_backward,s
98,92,190.75,382.8,404.34,dodge,space
20,14,-1.28,432.65,-242.77,attack,left_click
90,7,-15.71,184.1,43.41,move_left,a
95,75,-147.31,377.08,-482.54,move_right,d
12,12,56.33,-496.62,-10.81,move_left,a
8,21,475.21,191.78,-325.99,move_forward,w
52,4,-269.63,92.17,-6.27,move_left,a
97,68,-9.28,-17.3,-267.12,dodge,space
37,98,-16.56,-191.93,324.23,dodge,space
14,46,366.27,72.07,-26.96,move_right,d
26,51,315.11,-453.85,356.71,move_forward,w
19,14,-236.44,236.18,340.26,dodge,space
8,97,-55.72,-424.48,48.77,move_backward,s
66,21,344.52,146.58,-477.85,move_backward,s
4,48,-308.84,403.91,-307.08,dodge,space
9,82,460.67,-76.87,-264.22,attack,left_click
5,93,17.72,-137.66,-170.85,move_forward,w
22,95,-87.78,167.71,-242.7,move_left,a
84,98,-150.76,336.02,-454.21,move_right,d
7,8,419.39,467.12,90.01,move_forward,w
27,3,-181.41,-258.23,180.92,move_right,d
74,99,142.54,98.83,-60.11,move_left,a
97,49,119.7,-117.55,452.83,dodge,space
4,2,312.21,-313.11,-385.16,move_right,d
27,79,-121.85,27.15,230.49,move_forward,w
83,68,50.38,-306.33,237.99,attack,left_click
17,23,131.34,264.0,144.67,move_left,a
74,58,239.42,375.39,253.97,move_left,a
81,18,-205.22,-256.86,406.5,move_left,a
32,100,-17.4,-133.35,-308.3,attack,left_click
43,7,-332.27,367.71,-44.34,move_forward,w
77,5,-323.25,-237.36,-127.96,dodge,space
61,32,-183.09,-140.02,-390.51,move_forward,w
6,62,-425.3,-473.99,-174.86,attack,left_click
54,97,-137.18,-31.19,282.5,move_forward,w
40,88,345.91,-13.74,89.13,move_right,d
59,70,422.47,-139.22,-454.75,move_left,a
40,71,386.6,-194.0,-369.88,move_forward,w
6,87,-398.42,197.99,-424.67,attack,left_click
12,74,306.43,360.02,71.51,move_forward,w
84,56,213.27,212.37,-190.25,attack,left_click
88,61,-415.4,358.2,-197.62,move_right,d
74,77,447.66,147.74,-22.64,dodge,space
60,22,-64.04,301.82,208.19,attack,left_click
12,91,293.56,-438.53,7.42,attack,left_click
6,82,-142.77,-422.28,-33.96,move_forward,w
8,79,329.79,151.6,-403.78,move_forward,w
78,53,313.63,11.66,229.3,dodge,space
25,87,275.84,-319.03,305.12,move_right,d
39,31,-356.3,-372.3,316.04,move_forward,w
24,44,25.33,-74.16,-431.61,attack,left_click
29,51,-129.2,48.4,403.35,attack,left_click
60,86,-261.22,352.23,242.42,move_right,d
35,80,-264.56,212.28,325.56,move_forward,w
58,35,105.08,232.38,85.79,attack,left_click
73,26,-253.96,38.8,-165.19,move_backward,s
42,48,-496.96,-5.84,378.66,move_forward,w
75,58,-243.8,-344.9,160.79,move_right,d
94,70,-337.65,-421.16,-134.05,move_left,a
100,29,26.03,324.77,406.48,move_backward,s
16,57,-130.28,454.09,256.5,attack,left_click
35,71,344.02,22.89,64.92,move_left,a
76,80,197.97,-263.56,-31.89,move_forward,w
45,62,472.46,-434.85,242.05,dodge,space
32,30,489.27,-290.78,183.4,move_left,a
14,39,-337.61,62.23,459.94,move_forward,w
81,42,137.63,399.58,428.4,move_left,a
25,62,-214.71,-58.14,321.21,move_backward,s
48,16,-196.69,-354.64,-19.68,move_left,a
2,78,46.52,255.32,-459.68,move_left,a
24,85,77.06,-237.94,78.89,attack,left_click
0,73,-368.32,-266.62,-276.66,dodge,space
3,81,499.76,380.05,-274.28,move_right,d
47,75,-196.28,-438.27,-357.53,move_forward,w
52,28,364.18,-441.49,-100.73,move_left,a
51,85,319.4,342.1,-450.67,attack,left_click
21,70,354.56,218.92,287.86,dodge,space
21,30,143.19,263.22,-85.54,move_right,d
56,17,-204.64,366.17,-137.4,move_left,a
98,80,69.03,269.24,-258.68,dodge,space
6,74,393.23,302.18,428.35,dodge,space
1,90,-402.36,-445.67,-207.13,move_forward,w
63,63,222.59,-85.36,-282.61,move_backward,s
46,56,-338.98,229.07,-207.55,dodge,space
3,25,76.22,-169.61,-361.41,move_forward,w
50,14,-23.84,-171.15,-194.27,dodge,space
44,11,-492.78,-356.35,-144.17,dodge,space
27,53,440.1,238.94,-107.62,move_right,d
40,51,264.01,413.14,-99.56,move_left,a
36,81,-218.18,-112.71,270.53,move_forward,w
14,51,45.54,-387.57,-480.68,move_right,d
6,75,337.88,-437.74,341.63,attack,left_click
83,82,231.12,250.78,55.68,move_forward,w
49,16,82.4,-46.12,-203.83,move_left,a
10,33,128.18,216.64,430.41,move_backward,s
78,88,211.02,-181.67,25.57,move_left,a
17,74,336.99,295.68,245.2,attack,left_click
46,81,-368.07,280.01,49.0,move_forward,w
48,41,-79.66,-212.19,354.88,dodge,space
98,4,-247.64,-260.56,-177.89,move_left,a
45,25,225.76,-252.59,-333.63,move_left,a
58,67,139.69,-381.91,473.81,attack,left_click
63,25,-232.57,-296.72,-122.78,move_backward,s
96,29,-298.66,-204.71,249.46,move_right,d
36,97,-433.68,-116.64,-302.05,dodge,space
64,60,-201.83,77.06,-333.03,move_backward,s
91,11,-442.13,434.89,456.95,move_forward,w
79,53,467.64,-210.74,-301.74,move_right,d
54,64,-428.4,161.21,-379.69,move_backward,s
92,32,234.4,-222.11,447.45,attack,left_click
47,8,-160.54,9.64,199.31,attack,left_click
85,26,69.65,-59.66,-357.84,move_backward,s
13,6,-462.54,-157.78,480.7,move_left,a
55,73,24.84,-440.08,-166.46,move_forward,w
63,67,-370.07,374.89,173.47,move_right,d
81,37,-113.58,-249.86,289.29,move_backward,s
51,35,11.43,27.75,348.51,move_right,d
33,25,-130.67,245.66,21.16,attack,left_click
47,18,383.8,275.65,51.06,move_left,a
12,44,-341.08,107.31,487.24,move_forward,w
17,19,458.14,378.43,215.92,dodge,space
37,18,-264.97,-14.53,257.49,move_backward,s
29,26,-380.01,154.82,492.98,move_backward,s
36,48,214.86,-363.2,376.47,attack,left_click
16,24,276.98,-231.26,365.68,move_backward,s
17,37,-187.59,492.77,-325.21,move_forward,w
45,55,-408.54,-149.58,-60.92,move_backward,s
50,40,47.85,264.9,-244.74,move_backward,s
59,14,-262.11,316.45,-85.32,move_right,d
52,25,-47.94,-242.85,-464.28,move_left,a
94,51,-451.61,18.8,303.05,move_left,a
15,21,478.4,-426.73,-38.81,move_left,a
40,27,-472.81,-491.37,-339.68,move_right,d
27,3,98.55,-239.57,-211.62,dodge,space
5,55,51.39,-138.81,332.42,move_forward,w
99,78,411.13,-482.5,-77.37,attack,left_click
99,49,218.71,-63.56,60.63,move_forward,w
95,88,407.92,406.67,472.43,attack,left_click
71,96,-132.41,-357.57,-400.83,move_forward,w
86,58,-67.65,-103.06,-256.78,move_backward,s
9,22,190.12,359.63,-436.56,move_backward,s
80,27,378.4,416.19,366.27,move_backward,s
17,92,420.29,-95.26,87.08,move_backward,s
99,66,-409.24,491.6,-2.7,move_backward,s
11,84,424.05,308.44,-231.62,dodge,space
73,5,313.22,43.77,-243.42,move_forward,w
84,65,-381.58,-435.03,157.71,move_left,a
57,69,-115.14,-37.17,355.62,move_forward,w
53,20,-240.42,-143.29,-132.67,move_right,d
31,90,45.4,-234.9,283.22,move_left,a
28,85,437.09,40.88,-438.61,move_left,a
44,75,-323.15,44.17,148.64,move_backward,s
63,65,-319.3,447.06,361.26,move_right,d
2,8,303.15,109.82,48.31,dodge,space
53,19,-491.99,-50.97,241.78,attack,left_click
41,34,149.34,-353.59,418.61,move_right,d
76,20,348.33,-445.81,51.69,move_left,a
22,34,490.26,-366.81,-310.89,move_backward,s
95,21,-118.01,62.99,-66.54,dodge,space
51,18,-321.25,215.67,-274.13,move_left,a
63,46,-158.15,316.25,371.98,move_right,d
36,2,182.89,46.13,-69.29,attack,left_click
39,97,37.69,-410.36,-278.8,move_forward,w
22,97,-191.76,-419.3,328.71,move_right,d
22,65,-196.76,185.63,311.15,move_backward,s
38,11,-143.06,-423.04,333.53,move_backward,s
40,86,-270.87,261.63,178.27,dodge,space
69,20,312.48,-416.86,101.94,move_right,d
40,50,375.32,-109.96,-181.82,dodge,space
69,53,484.47,-320.28,-341.89,move_forward,w
86,45,-58.21,-425.47,287.94,move_forward,w
8,98,291.93,-159.11,388.4,attack,left_click
100,84,-14.46,-52.3,-150.46,attack,left_click
99,87,-72.78,-25.54,353.3,attack,left_click
8,88,378.91,-375.48,-188.24,dodge,space
88,12,-73.86,-335.5,302.24,attack,left_click
7,92,25.4,179.38,-489.51,move_backward,s
94,66,346.5,97.86,123.54,move_backward,s
85,35,80.65,381.99,-11.87,attack,left_click
59,15,-261.78,456.32,-406.83,attack,left_click
38,15,445.3,367.03,-483.03,move_backward,s
36,5,-302.53,-210.79,-26.63,dodge,space
7,68,437.61,4.67,241.77,dodge,space
23,5,0.81,390.79,-73.38,move_backward,s
33,55,-40.98,-402.63,-238.68,attack,left_click
42,50,-179.93,347.73,271.46,move_forward,w
52,47,229.88,110.89,-388.45,move_backward,s
86,91,216.3,-372.7,360.01,move_left,a
47,13,-252.45,8.89,482.96,move_left,a
89,15,445.78,217.75,-220.21,move_forward,w
91,34,-83.55,-490.04,9.79,move_forward,w
73,14,-187.89,472.64,-308.04,dodge,space
68,87,244.87,321.91,95.9,attack,left_click
54,96,-269.07,-127.92,-87.96,attack,left_click
22,78,-372.14,-407.34,352.14,attack,left_click
1,73,-174.05,173.56,22.05,move_left,a
62,6,-377.18,-207.77,496.58,move_left,a
42,32,333.82,-102.94,180.91,move_left,a
53,82,137.69,405.88,-185.9,move_right,d
38,26,419.24,390.38,-93.41,move_forward,w
68,35,37.46,169.57,-322.87,move_forward,w
78,67,-416.62,-113.2,-246.89,move_left,a
60,5,-134.67,-421.39,452.68,move_backward,s
33,40,-274.87,-71.66,-330.22,move_left,a
52,6,-70.49,-366.19,-130.28,dodge,space
91,99,-333.53,277.45,125.56,dodge,space
51,72,404.44,169.02,-289.79,move_forward,w
30,33,366.16,-8.53,-55.24,move_backward,s
65,13,-307.41,200.37,402.46,move_backward,s
17,28,51.11,-112.92,-255.4,move_forward,w
88,20,-81.67,27.82,240.84,move_right,d
49,52,-339.25,183.5,362.67,move_left,a
82,52,-179.75,5.88,-14.3,attack,left_click
41,25,-223.55,-4.07,-398.27,move_left,a
